# Program:featureCounts v1.5.0-p1; Command:""featureCounts"" ""-a"" ""ws254.saf"" ""-o"" ""counts.txt"" ""-s"" ""2"" ""-F"" ""SAF"" ""1_S1_R1_001"" ""2_S2_R1_001"" ""3_S3_R1_001"" ""4_S4_R1_001"" ""5_S5_R1_001"" ""6_S6_R1_001"" ""7_S7_R1_001"" "
Geneid	Chr	Start	End	Strand	Length	s1_S1_R1_001	s2_S2_R1_001	s3_S3_R1_001	s5_S5_R1_001	s6_S6_R1_001	s7_S7_R1_001
WBGene00194682	chrV	17154643	17155430	-	788	0	0	0	0	0	0
WBGene00171633	chrV	17156026	17156046	+	21	0	0	0	0	0	0
WBGene00009572	chrV	17156033	17157254	-	1222	0	0	0	0	0	0
WBGene00194681	chrV	17158684	17159351	-	668	53	120	5	23	44	18
WBGene00009571	chrV	17159874	17162621	+	2748	5	0	0	2	0	0
WBGene00005321	chrV	17162900	17165509	-	2610	2	0	10	13	0	1
WBGene00009569	chrV	17166028	17167557	-	1530	7	0	10	2	38	32
WBGene00009570	chrV	17167833	17169279	+	1447	18	29	3	14	16	21
WBGene00005798	chrV	17169442	17170922	-	1481	0	0	0	0	0	0
WBGene00009568	chrV	17171851	17173313	+	1463	0	0	0	0	0	0
WBGene00009567	chrV	17174038	17175530	+	1493	0	0	0	0	0	0
WBGene00009566	chrV	17176716	17178067	-	1352	13	0	1	31	0	7
WBGene00005390	chrV	17178757	17180002	+	1246	63	31	60	92	58	59
WBGene00005371	chrV	17180149	17181556	+	1408	64	47	43	77	75	85
WBGene00005375	chrV	17182345	17183624	+	1280	22	28	45	35	0	31
WBGene00005378	chrV	17184396	17186082	+	1687	11	27	21	20	0	17
WBGene00005413	chrV	17186873	17188680	-	1808	31	0	29	29	36	12
WBGene00006235	chrV	17189186	17190499	-	1314	0	0	38	40	8	6
WBGene00013466	chrV	17190831	17192339	-	1509	4	19	30	33	26	0
WBGene00013467	chrV	17193031	17199003	-	5973	4	0	1	9	0	0
WBGene00013468	chrV	17199418	17201736	+	2319	2	0	0	4	0	2
WBGene00013469	chrV	17202147	17205340	+	3194	4	0	13	2	0	22
WBGene00005821	chrV	17205641	17207160	+	1520	0	0	0	0	0	0
WBGene00044212	chrV	17207352	17208116	-	765	6	0	3	5	0	2
WBGene00014944	chrV	17209065	17209955	+	891	2	0	0	0	0	0
WBGene00005443	chrV	17210716	17212039	-	1324	0	40	3	0	0	0
WBGene00005332	chrV	17213043	17214212	+	1170	6	0	0	6	23	0
WBGene00014943	chrV	17215066	17216751	+	1686	5	0	1	0	0	11
WBGene00011840	chrV	17217990	17219004	+	1015	5	0	6	10	0	0
WBGene00005328	chrV	17219253	17220445	-	1193	0	0	0	0	0	0
WBGene00005458	chrV	17222386	17223405	-	1020	0	0	0	4	0	0
WBGene00005331	chrV	17225086	17226219	-	1134	1	0	0	0	0	0
WBGene00011841	chrV	17226959	17227961	+	1003	0	0	10	15	0	10
WBGene00011842	chrV	17229555	17229990	+	436	0	0	0	0	0	0
WBGene00050933	chrV	17234329	17234630	+	302	0	0	0	0	0	0
WBGene00077627	chrV	17235127	17235578	-	452	0	0	0	0	0	0
WBGene00050934	chrV	17236592	17238097	+	1506	0	0	0	0	0	0
WBGene00011844	chrV	17239097	17240656	+	1560	49	12	15	21	0	50
WBGene00013472	chrV	17241708	17242652	-	945	0	0	0	2	0	0
WBGene00013471	chrV	17243767	17245506	-	1740	0	34	0	0	0	0
WBGene00013470	chrV	17247325	17249015	-	1691	0	0	0	0	0	0
WBGene00014937	chrV	17250270	17251293	+	1024	0	0	0	0	0	0
WBGene00219383	chrV	17251911	17252309	+	399	0	0	0	2	0	0
WBGene00005335	chrV	17252931	17255128	-	2198	7	0	0	5	0	0
WBGene00005334	chrV	17255754	17257194	+	1441	6	0	3	2	0	0
WBGene00167411	chrV	17256728	17256748	+	21	0	0	0	0	0	0
WBGene00044654	chrV	17259173	17260534	+	1362	64	0	40	38	24	88
WBGene00005794	chrV	17260674	17262325	-	1652	0	0	0	0	0	0
WBGene00010752	chrV	17264066	17264955	-	890	13	36	20	13	76	30
WBGene00005336	chrV	17271730	17272888	+	1159	5	0	3	9	0	18
WBGene00044202	chrV	17273524	17275059	+	1536	7	0	10	0	0	10
WBGene00005468	chrV	17275889	17278272	+	2384	7	0	2	10	0	6
WBGene00010753	chrV	17278367	17285169	-	6803	2	0	8	15	0	0
WBGene00219212	chrV	17286042	17286401	-	360	0	0	0	0	0	0
WBGene00005777	chrV	17287383	17288666	+	1284	0	0	3	0	0	0
WBGene00206504	chrV	17290094	17290453	+	360	0	0	0	0	0	0
WBGene00044657	chrV	17291326	17291715	+	390	0	0	0	0	0	0
WBGene00005793	chrV	17292214	17293729	-	1516	0	0	0	0	0	0
WBGene00077629	chrV	17294413	17297359	-	2947	1	0	3	2	0	0
WBGene00010754	chrV	17298341	17301475	-	3135	2	0	15	14	0	0
WBGene00195172	chrV	17300960	17302490	+	1531	0	0	0	0	0	0
WBGene00005582	chrV	17303054	17304438	+	1385	1	0	0	0	0	0
WBGene00013372	chrV	17305782	17307735	+	1954	0	0	0	0	0	0
WBGene00009299	chrV	17313602	17315153	-	1552	52	65	37	47	65	109
WBGene00195233	chrV	17315591	17315954	-	364	106	155	23	91	62	134
WBGene00023507	chrV	17316351	17317719	+	1369	12	0	29	18	20	11
WBGene00014362	chrV	17317879	17317962	-	84	0	0	0	0	0	0
WBGene00009298	chrV	17318147	17319515	+	1369	18	0	3	9	0	7
WBGene00009295	chrV	17319596	17322444	-	2849	2	0	3	0	0	7
WBGene00009296	chrV	17322615	17324518	+	1904	30	0	13	14	0	49
WBGene00045408	chrV	17324907	17326168	+	1262	1	0	0	0	0	0
WBGene00009297	chrV	17326453	17327967	-	1515	0	0	0	0	0	0
WBGene00005201	chrV	17328797	17330610	+	1814	6	0	0	0	0	4
WBGene00077630	chrV	17330691	17330881	-	191	0	0	0	0	0	0
WBGene00009836	chrV	17331570	17335546	+	3977	43	57	36	16	12	113
WBGene00009837	chrV	17336138	17338335	+	2198	106	38	48	60	96	92
WBGene00009838	chrV	17339084	17342780	+	3697	39	20	68	21	51	0
WBGene00168989	chrV	17342836	17342856	+	21	0	0	0	0	0	0
WBGene00009839	chrV	17343312	17348239	-	4928	29	0	34	19	3	11
WBGene00009840	chrV	17345228	17347775	+	2548	50	55	71	54	42	92
WBGene00004811	chrV	17347922	17348625	+	704	620	38	247	235	119	370
WBGene00009834	chrV	17348665	17350180	-	1516	2	0	0	0	0	0
WBGene00009841	chrV	17350387	17352870	-	2484	9	0	0	2	0	7
WBGene00009835	chrV	17353325	17360212	+	6888	200	0	179	149	120	282
WBGene00043053	chrV	17361541	17369294	+	7754	28	52	149	173	85	195
WBGene00014764	chrV	17369715	17371468	+	1754	12	18	32	91	5	41
WBGene00012491	chrV	17371544	17376745	-	5202	106	47	132	106	69	127
WBGene00012492	chrV	17377406	17379226	+	1821	43	0	16	20	0	37
WBGene00077495	chrV	17380232	17381119	+	888	0	0	0	0	0	0
WBGene00012493	chrV	17382090	17383373	+	1284	0	0	0	4	22	0
WBGene00005339	chrV	17395674	17398034	+	2361	43	0	47	52	28	72
WBGene00044095	chrV	17398454	17399396	+	943	47	40	41	44	25	49
WBGene00077631	chrV	17399470	17400000	-	531	0	0	0	0	0	0
WBGene00005944	chrV	17400123	17401774	-	1652	0	0	0	0	0	0
WBGene00005943	chrV	17402524	17404186	+	1663	0	0	0	0	0	0
WBGene00023512	chrV	17404611	17405823	+	1213	0	0	0	0	0	0
WBGene00012078	chrV	17406306	17407503	+	1198	0	0	0	0	0	0
WBGene00077632	chrV	17407974	17408383	-	410	0	0	0	0	0	0
WBGene00077633	chrV	17408437	17408643	+	207	0	0	0	0	0	0
WBGene00005349	chrV	17410255	17411705	+	1451	2	0	0	0	0	0
WBGene00012079	chrV	17412602	17413098	-	497	0	0	0	0	0	0
WBGene00012080	chrV	17413546	17414749	+	1204	0	0	0	0	0	0
WBGene00044059	chrV	17415278	17416743	+	1466	0	0	0	0	0	0
WBGene00012081	chrV	17417133	17418391	+	1259	1	0	0	0	0	6
WBGene00235201	chrV	17418693	17418780	+	88	0	0	0	0	0	0
WBGene00044096	chrV	17419156	17420298	+	1143	0	0	0	0	0	0
WBGene00189966	chrV	17428879	17428996	+	118	2	0	0	0	0	0
WBGene00012083	chrV	17429701	17430166	-	466	0	0	0	0	0	0
WBGene00044100	chrV	17431203	17432501	+	1299	0	0	0	0	0	0
WBGene00044101	chrV	17432993	17435209	+	2217	0	0	0	0	14	0
WBGene00206495	chrV	17435678	17436592	-	915	1	0	0	0	0	0
WBGene00008982	chrV	17436985	17438417	-	1433	16	0	2	8	0	18
WBGene00005391	chrV	17439111	17440372	+	1262	22	58	32	50	75	15
WBGene00005370	chrV	17440427	17441774	+	1348	59	0	30	78	58	77
WBGene00005374	chrV	17442581	17445668	+	3088	1	0	0	1	0	0
WBGene00005376	chrV	17446348	17447636	+	1289	2	0	0	2	0	0
WBGene00005373	chrV	17448332	17449590	+	1259	2	0	1	5	0	0
WBGene00005372	chrV	17450808	17452131	+	1324	0	0	0	1	0	0
WBGene00005377	chrV	17452676	17453805	+	1130	0	0	0	16	0	0
WBGene00005414	chrV	17454495	17456297	-	1803	0	0	0	0	0	0
WBGene00006236	chrV	17456619	17458169	-	1551	0	0	0	0	0	0
WBGene00008981	chrV	17458533	17460161	-	1629	0	0	0	0	0	0
WBGene00008983	chrV	17460813	17462432	-	1620	0	0	0	11	16	7
WBGene00008984	chrV	17464578	17466730	+	2153	0	0	4	0	0	0
WBGene00005819	chrV	17467051	17468561	+	1511	0	0	0	0	0	0
WBGene00050906	chrV	17468754	17469251	-	498	4	0	0	0	0	0
WBGene00005442	chrV	17470223	17471664	-	1442	3	0	1	2	0	0
WBGene00005333	chrV	17472319	17473481	+	1163	6	0	0	9	0	23
WBGene00005341	chrV	17473999	17475471	+	1473	5	0	6	0	0	13
WBGene00008574	chrV	17476790	17478108	+	1319	1	0	0	0	0	0
WBGene00005329	chrV	17478333	17479386	-	1054	2	0	0	0	16	0
WBGene00005459	chrV	17480851	17481855	-	1005	0	0	0	0	0	0
WBGene00005330	chrV	17484045	17485178	-	1134	0	0	0	0	0	0
WBGene00008575	chrV	17486431	17487205	+	775	1	0	11	10	0	0
WBGene00010536	chrV	17487346	17488833	-	1488	0	0	0	0	0	0
WBGene00010535	chrV	17489502	17491609	-	2108	0	0	0	0	0	0
WBGene00010534	chrV	17492077	17493832	-	1756	0	0	0	0	0	0
WBGene00005337	chrV	17494306	17496171	-	1866	3	0	0	4	0	8
WBGene00005467	chrV	17497419	17498997	+	1579	0	0	0	0	0	0
WBGene00014796	chrV	17499044	17505021	-	5978	0	0	3	0	0	5
WBGene00005778	chrV	17506589	17508506	+	1918	1	0	0	0	0	0
WBGene00005779	chrV	17508793	17510214	+	1422	0	0	0	0	0	0
WBGene00005792	chrV	17511533	17519857	-	8325	0	0	0	2	0	4
WBGene00007672	chrV	17521037	17527479	+	6443	43	0	175	44	31	0
WBGene00007678	chrV	17528029	17529910	+	1882	0	0	0	0	0	0
WBGene00219493	chrV	17530303	17530714	-	412	11	40	0	4	0	4
WBGene00007674	chrV	17530813	17531510	-	698	2	0	0	9	0	0
WBGene00007673	chrV	17532353	17532786	-	434	0	0	0	0	0	0
WBGene00077438	chrV	17532821	17535368	+	2548	2	0	15	12	11	15
WBGene00007675	chrV	17535615	17538373	-	2759	455	289	435	385	794	763
WBGene00195060	chrV	17539172	17539475	-	304	146	115	22	130	20	263
WBGene00014679	chrV	17540595	17542272	+	1678	25	0	20	11	15	14
WBGene00014263	chrV	17542446	17542529	-	84	2	0	0	1	0	0
WBGene00007676	chrV	17542719	17544108	+	1390	23	0	6	16	4	1
WBGene00007677	chrV	17544175	17546974	-	2800	62	20	40	30	64	53
WBGene00045293	chrV	17547383	17549288	+	1906	87	31	54	13	69	74
WBGene00008017	chrV	17549675	17551196	+	1522	15	0	36	2	23	27
WBGene00008016	chrV	17551506	17552816	-	1311	0	0	0	0	0	0
WBGene00005200	chrV	17553870	17555775	+	1906	6	0	0	0	0	0
WBGene00008015	chrV	17555854	17558477	-	2624	0	0	0	1	0	8
WBGene00008014	chrV	17559271	17561612	+	2342	12	0	5	10	16	20
WBGene00044960	chrV	17562221	17563115	+	895	21	0	17	19	0	19
WBGene00008009	chrV	17563171	17566003	-	2833	0	0	0	0	0	7
WBGene00008010	chrV	17567513	17571603	+	4091	4	0	8	3	0	19
WBGene00235090	chrV	17573576	17574048	+	473	0	0	0	0	0	0
WBGene00008012	chrV	17584793	17585876	+	1084	0	0	0	0	0	0
WBGene00008013	chrV	17586852	17591975	+	5124	0	0	0	0	0	0
WBGene00012403	chrV	17592387	17594243	+	1857	9	1	18	40	24	36
WBGene00012404	chrV	17594349	17598971	-	4623	521	10	551	251	515	437
WBGene00050974	chrV	17599978	17600872	+	895	43	0	17	5	41	73
WBGene00012405	chrV	17601820	17602954	+	1135	0	0	0	0	0	0
WBGene00077459	chrV	17603185	17603945	+	761	0	0	0	0	6	0
WBGene00077637	chrV	17605501	17605880	-	380	0	0	0	0	0	0
WBGene00194801	chrV	17606350	17606922	+	573	6	0	5	17	0	0
WBGene00077460	chrV	17607379	17607690	+	312	0	0	0	0	0	0
WBGene00012406	chrV	17608097	17609597	+	1501	10	0	0	5	0	17
WBGene00189937	chrV	17610036	17610609	-	574	0	0	0	1	0	0
WBGene00077638	chrV	17611978	17612318	+	341	0	0	0	0	0	0
WBGene00138715	chrV	17613792	17614357	-	566	1	0	4	2	0	0
WBGene00044207	chrV	17615227	17615709	-	483	5	0	8	16	0	12
WBGene00044208	chrV	17616473	17616921	-	449	2	0	0	3	0	0
WBGene00045501	chrV	17620194	17622750	+	2557	0	0	1	0	0	0
WBGene00010206	chrV	17623530	17624559	+	1030	0	0	0	0	0	0
WBGene00195165	chrV	17625127	17627598	+	2472	0	0	0	0	0	0
WBGene00045506	chrV	17628866	17630215	+	1350	0	0	0	0	0	0
WBGene00199551	chrV	17629262	17629432	-	171	0	0	0	0	0	0
WBGene00202229	chrV	17629262	17629432	+	171	0	0	0	0	0	0
WBGene00195682	chrV	17629496	17629697	+	202	0	0	0	0	0	0
WBGene00201191	chrV	17629496	17629697	-	202	0	0	0	0	0	0
WBGene00010209	chrV	17637982	17640042	-	2061	6	0	0	0	0	20
WBGene00010212	chrV	17640672	17650527	-	9856	3	0	1	12	0	4
WBGene00010295	chrV	17653482	17655281	-	1800	7	34	7	9	19	73
WBGene00010294	chrV	17655581	17656654	-	1074	1	0	0	1	23	18
WBGene00010293	chrV	17656892	17658198	-	1307	26	35	20	18	58	98
WBGene00010296	chrV	17660303	17661810	+	1508	97	27	95	43	174	59
WBGene00014788	chrV	17660778	17660849	-	72	4	0	0	1	0	7
WBGene00014781	chrV	17660883	17660956	+	74	0	0	0	0	0	0
WBGene00010297	chrV	17661802	17665475	-	3674	389	131	182	328	215	359
WBGene00014782	chrV	17662171	17662243	+	73	0	0	0	0	0	0
WBGene00219549	chrV	17664335	17666039	-	1705	40	30	24	35	64	57
WBGene00010298	chrV	17666206	17667776	-	1571	25	57	13	45	81	62
WBGene00014787	chrV	17668360	17668432	-	73	0	0	0	0	0	0
WBGene00197107	chrV	17668370	17668426	-	57	0	0	0	0	0	0
WBGene00006148	chrV	17668882	17671330	+	2449	153	0	68	36	0	85
WBGene00006151	chrV	17671700	17673443	-	1744	49	0	29	11	10	32
WBGene00006150	chrV	17674946	17676653	-	1708	79	42	41	38	53	103
WBGene00014779	chrV	17678358	17680208	+	1851	7	25	5	6	23	10
WBGene00010300	chrV	17680661	17683907	-	3247	0	0	0	3	0	0
WBGene00010301	chrV	17684149	17684968	-	820	0	0	0	0	0	0
WBGene00010292	chrV	17685192	17686074	+	883	0	0	1	6	0	0
WBGene00206506	chrV	17686256	17686939	-	684	0	0	0	0	0	0
WBGene00014783	chrV	17686381	17686452	+	72	0	0	0	0	0	0
WBGene00014784	chrV	17686656	17686727	+	72	0	0	0	0	0	0
WBGene00010299	chrV	17687211	17690994	-	3784	0	0	0	0	0	0
WBGene00014786	chrV	17688434	17688506	-	73	0	0	0	0	0	0
WBGene00014785	chrV	17690508	17690579	+	72	0	0	0	0	0	0
WBGene00014865	chrV	17691283	17691354	+	72	0	0	0	0	0	0
WBGene00012515	chrV	17692502	17695827	-	3326	15	0	4	0	23	13
WBGene00014867	chrV	17693799	17693871	-	73	0	0	0	0	0	0
WBGene00014866	chrV	17694094	17694165	-	72	0	0	0	0	0	0
WBGene00189932	chrV	17696190	17696848	-	659	2	0	0	0	0	0
WBGene00077640	chrV	17697506	17699197	-	1692	70	0	9	29	56	46
WBGene00189931	chrV	17699959	17700310	+	352	0	0	0	0	0	0
WBGene00189930	chrV	17700436	17700824	-	389	1	0	0	0	0	0
WBGene00005255	chrV	17701212	17703285	+	2074	39	0	7	4	52	23
WBGene00050973	chrV	17704362	17706117	+	1756	0	0	0	0	0	0
WBGene00012305	chrV	17706114	17706875	+	762	0	0	0	0	0	0
WBGene00005254	chrV	17707184	17709823	+	2640	0	0	0	3	0	0
WBGene00006685	chrV	17710040	17714377	-	4338	70	33	45	83	0	209
WBGene00220122	chrV	17715785	17715983	-	199	0	0	0	0	0	0
WBGene00006137	chrV	17718947	17721293	+	2347	12	0	3	6	0	0
WBGene00001397	chrV	17725004	17726818	+	1815	80	0	96	29	98	62
WBGene00198082	chrV	17725789	17725842	-	54	0	0	0	0	0	0
WBGene00006692	chrV	17726799	17730381	-	3583	126	83	51	71	102	151
WBGene00012304	chrV	17733568	17739899	-	6332	0	0	0	0	0	0
WBGene00014856	chrV	17734636	17734707	-	72	0	0	0	0	0	0
WBGene00014855	chrV	17734701	17734773	+	73	0	0	0	0	0	0
WBGene00014824	chrV	17739490	17739562	-	73	0	0	0	0	0	0
WBGene00006688	chrV	17743651	17747059	-	3409	8	0	2	0	11	7
WBGene00011254	chrV	17747966	17749243	-	1278	2012	613	1023	1615	2087	2265
WBGene00199668	chrV	17753205	17753266	+	62	0	0	0	0	0	0
WBGene00200473	chrV	17755708	17755819	+	112	0	0	0	0	0	0
WBGene00004003	chrV	17755892	17764751	+	8860	251	137	199	147	303	260
WBGene00201434	chrV	17756710	17756802	-	93	0	0	0	0	0	0
WBGene00219381	chrV	17764831	17765177	-	347	0	0	2	0	0	0
WBGene00005488	chrV	17765348	17766780	+	1433	5	0	2	0	0	0
WBGene00014708	chrV	17765684	17765756	-	73	0	0	0	0	0	0
WBGene00005489	chrV	17767549	17769621	+	2073	0	0	0	0	0	0
WBGene00202248	chrV	17768472	17768524	-	53	0	0	0	0	0	0
WBGene00008126	chrV	17769653	17773208	-	3556	18	0	11	18	0	20
WBGene00008127	chrV	17774187	17777227	-	3041	202	73	116	128	99	266
WBGene00008129	chrV	17777924	17779487	+	1564	0	0	0	0	0	0
WBGene00008128	chrV	17780448	17783639	-	3192	1018	460	1032	1315	1361	1240
WBGene00014704	chrV	17783161	17783230	+	70	0	0	0	0	0	0
WBGene00014707	chrV	17784515	17784585	-	71	4	0	11	4	0	15
WBGene00014706	chrV	17785714	17785785	-	72	3	0	3	3	0	6
WBGene00014705	chrV	17786886	17786956	-	71	0	0	0	0	0	0
WBGene00050897	chrV	17789494	17789738	+	245	0	0	0	0	0	0
WBGene00005494	chrV	17790491	17792470	+	1980	1	0	0	4	0	0
WBGene00005493	chrV	17792679	17794086	-	1408	0	0	0	0	0	0
WBGene00005492	chrV	17794909	17795755	-	847	0	0	0	0	0	0
WBGene00005909	chrV	17796200	17798889	-	2690	192	31	75	121	127	135
WBGene00005491	chrV	17800838	17801906	+	1069	10	0	0	3	0	0
WBGene00050893	chrV	17802410	17802619	-	210	0	0	0	0	0	0
WBGene00005496	chrV	17802769	17803923	+	1155	0	0	0	0	0	0
WBGene00005495	chrV	17805486	17808611	+	3126	0	0	0	0	0	0
WBGene00005500	chrV	17810353	17812794	+	2442	0	29	0	0	0	0
WBGene00077641	chrV	17813605	17813915	+	311	0	0	0	0	0	0
WBGene00005502	chrV	17818867	17821003	+	2137	0	0	0	0	0	0
WBGene00005504	chrV	17822105	17823889	+	1785	1	0	7	0	18	0
WBGene00005505	chrV	17824910	17827774	+	2865	1	0	0	0	0	0
WBGene00005508	chrV	17828610	17829983	+	1374	3	0	0	0	0	0
WBGene00005507	chrV	17831650	17833418	+	1769	10	0	0	4	0	28
WBGene00014927	chrV	17834642	17835851	+	1210	2	0	0	0	0	13
WBGene00013341	chrV	17837360	17838119	+	760	0	0	0	0	0	0
WBGene00005506	chrV	17838831	17841188	-	2358	0	0	0	0	0	7
WBGene00005490	chrV	17841483	17844206	-	2724	6	36	8	14	0	17
WBGene00013340	chrV	17845739	17855989	-	10251	4516	1948	5351	5602	8430	6939
WBGene00000813	chrV	17861368	17870651	-	9284	1359	724	1030	1439	1610	1709
WBGene00013339	chrV	17871401	17879913	+	8513	595	245	513	578	754	547
WBGene00007394	chrV	17879844	17888984	-	9141	168	0	138	56	164	131
WBGene00045346	chrV	17892426	17892706	+	281	0	0	0	0	0	0
WBGene00206499	chrV	17893883	17894059	-	177	0	0	0	0	0	0
WBGene00219445	chrV	17894785	17894985	+	201	0	0	0	0	0	0
WBGene00007392	chrV	17895268	17896804	-	1537	37	0	34	18	73	112
WBGene00219446	chrV	17897546	17897746	-	201	0	0	0	0	0	0
WBGene00007393	chrV	17899803	17901913	+	2111	18	21	8	3	42	20
WBGene00219447	chrV	17904129	17904329	+	201	0	0	0	0	0	0
WBGene00007395	chrV	17910304	17917241	+	6938	250	12	148	185	251	313
WBGene00044795	chrV	17919037	17921734	+	2698	377	113	267	240	240	388
WBGene00008442	chrV	17921776	17924185	+	2410	251	175	153	187	297	371
WBGene00008441	chrV	17924916	17934225	+	9310	1290	333	948	826	1600	1463
WBGene00014928	chrV	17930351	17930421	+	71	0	0	0	0	0	0
WBGene00014929	chrV	17930794	17930865	+	72	0	0	0	0	0	0
WBGene00014595	chrV	17931078	17931146	+	69	0	0	0	0	0	0
WBGene00014930	chrV	17931694	17931764	+	71	0	0	0	0	0	0
WBGene00014931	chrV	17932761	17932831	+	71	0	0	0	0	0	0
WBGene00014932	chrV	17933330	17933401	+	72	0	0	0	0	0	0
WBGene00001080	chrV	17936332	17949184	-	12853	11222	7988	18044	15008	17667	18188
WBGene00201469	chrV	17937720	17937797	-	78	0	0	0	0	0	0
WBGene00202344	chrV	17937720	17937797	+	78	2	0	0	0	0	0
WBGene00013356	chrV	17951348	17952820	+	1473	6	0	18	5	0	19
WBGene00013355	chrV	17954054	17966847	-	12794	2297	1113	2479	2748	2963	3205
WBGene00013354	chrV	17968510	17980082	-	11573	1454	1042	1448	1753	1917	1923
WBGene00013353	chrV	17986260	17994546	+	8287	1040	445	1338	1291	1433	1599
WBGene00013352	chrV	17995347	18001368	-	6022	40	50	19	58	51	65
WBGene00013351	chrV	18007230	18009041	+	1812	0	0	0	0	0	0
WBGene00045459	chrV	18010017	18010837	-	821	0	0	0	0	0	0
WBGene00219624	chrV	18011580	18012103	+	524	0	0	0	0	0	0
WBGene00005350	chrV	18012413	18014216	-	1804	8	0	7	14	0	15
WBGene00005351	chrV	18014641	18017326	-	2686	20	0	20	10	22	10
WBGene00005511	chrV	18017904	18020014	-	2111	2	0	6	16	0	0
WBGene00013343	chrV	18022479	18042353	+	19875	3811	1927	3704	3545	5146	4831
WBGene00200864	chrV	18024637	18024696	+	60	0	0	0	0	0	0
WBGene00196448	chrV	18024637	18024700	-	64	0	0	0	0	0	0
WBGene00219233	chrV	18036732	18036841	+	110	0	0	0	0	0	0
WBGene00195640	chrV	18037521	18037585	+	65	0	0	0	0	0	0
WBGene00198408	chrV	18037521	18037585	-	65	0	0	0	0	0	0
WBGene00197676	chrV	18040428	18040477	+	50	0	0	0	0	0	0
WBGene00200466	chrV	18040428	18040477	-	50	0	0	0	0	0	0
WBGene00013344	chrV	18043571	18052323	+	8753	571	248	433	547	602	769
WBGene00044794	chrV	18053778	18055397	-	1620	0	0	0	0	0	0
WBGene00007062	chrV	18055969	18060708	+	4740	0	0	0	0	0	0
WBGene00013345	chrV	18062035	18066307	-	4273	1567	775	1582	1678	1696	2290
WBGene00013347	chrV	18070021	18081957	-	11937	2899	1038	2538	2838	4026	3789
WBGene00199980	chrV	18076917	18076973	+	57	0	0	0	0	0	0
WBGene00200320	chrV	18078169	18078256	+	88	0	0	0	0	0	0
WBGene00200676	chrV	18079956	18080040	-	85	0	0	0	0	0	0
WBGene00201758	chrV	18079956	18080040	+	85	0	0	0	0	0	0
WBGene00013348	chrV	18082406	18085127	-	2722	8	0	0	5	68	47
WBGene00013349	chrV	18085630	18086225	-	596	3	0	7	2	0	14
WBGene00013350	chrV	18087123	18097996	+	10874	490	227	257	222	473	561
WBGene00003919	chrV	18098676	18106868	+	8193	443	400	477	545	595	547
WBGene00012562	chrV	18108269	18114755	+	6487	812	231	653	674	678	1050
WBGene00201781	chrV	18108982	18109042	-	61	0	0	0	0	0	0
WBGene00050935	chrV	18115402	18123594	+	8193	22	0	20	23	7	47
WBGene00012564	chrV	18123939	18125245	+	1307	13	0	18	10	0	64
WBGene00012565	chrV	18125375	18127205	+	1831	36	30	0	4	0	74
WBGene00012566	chrV	18127519	18128885	+	1367	4	0	0	0	0	38
WBGene00044758	chrV	18129171	18131125	-	1955	2	0	0	5	12	0
WBGene00219210	chrV	18131667	18133232	-	1566	77	0	54	52	80	42
WBGene00012567	chrV	18133300	18134478	-	1179	46	26	35	30	31	28
WBGene00012568	chrV	18134722	18136022	+	1301	0	0	4	2	43	31
WBGene00012569	chrV	18136704	18137714	-	1011	0	0	0	0	0	7
WBGene00012570	chrV	18138995	18140687	+	1693	0	0	0	0	0	0
WBGene00012571	chrV	18141461	18142577	+	1117	0	0	0	0	0	0
WBGene00045417	chrV	18142849	18143543	+	695	0	0	0	0	0	0
WBGene00045416	chrV	18143716	18144720	+	1005	34	0	3	0	0	0
WBGene00007567	chrV	18146377	18146635	+	259	0	0	0	0	0	0
WBGene00206536	chrV	18146965	18154396	+	7432	1	0	0	0	0	0
WBGene00045347	chrV	18155856	18156178	+	323	0	0	0	0	0	0
WBGene00045348	chrV	18156524	18156811	+	288	0	0	0	0	0	0
WBGene00007565	chrV	18157878	18159614	+	1737	312	100	199	113	403	232
WBGene00050956	chrV	18159652	18161339	-	1688	0	0	0	0	0	0
WBGene00050955	chrV	18162034	18162668	-	635	0	0	0	0	0	0
WBGene00077642	chrV	18162712	18162893	+	182	0	0	0	0	0	0
WBGene00007569	chrV	18163439	18164858	-	1420	0	0	0	0	0	0
WBGene00007570	chrV	18165294	18167261	-	1968	0	0	0	0	0	0
WBGene00007571	chrV	18167634	18168450	-	817	0	0	0	0	0	0
WBGene00077447	chrV	18168688	18168812	-	125	0	0	0	0	0	0
WBGene00007572	chrV	18169087	18171618	-	2532	0	0	0	0	0	0
WBGene00007853	chrV	18172484	18178759	-	6276	0	0	1	0	0	9
WBGene00219560	chrV	18172547	18172647	-	101	0	0	0	0	0	0
WBGene00200687	chrV	18174682	18174736	-	55	0	0	0	0	0	0
WBGene00197881	chrV	18174777	18174839	+	63	0	0	0	0	0	0
WBGene00196866	chrV	18174853	18174915	+	63	0	0	0	0	0	0
WBGene00199459	chrV	18175251	18175314	+	64	0	0	0	0	0	0
WBGene00198424	chrV	18175439	18175496	-	58	0	0	0	0	0	0
WBGene00202111	chrV	18175575	18175629	-	55	0	0	0	0	0	0
WBGene00196272	chrV	18175670	18175732	-	63	0	0	0	0	0	0
WBGene00199527	chrV	18175670	18175732	+	63	0	0	0	0	0	0
WBGene00195307	chrV	18175781	18175846	+	66	0	0	0	0	0	0
WBGene00197311	chrV	18176164	18176217	-	54	0	0	0	0	0	0
